"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
1589,"B-II-m-B-19527","B","II","m","B",19527,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4560093,26.0984629,,"Str. Râmniceanu Naum 8 sector 1",,,"Str. Râmniceanu Naum",8,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1590,"B-II-m-B-19528","B","II","m","B",19528,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4561767267624,26.0983462415281,,"Str. Râmniceanu Naum 9 sector 1",,,"Str. Râmniceanu Naum",9,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","CONSERVAT",,
1591,"B-II-m-B-19529","B","II","m","B",19529,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4560943,26.0986096,,"Str. Râmniceanu Naum 10 sector 1",,,"Str. Râmniceanu Naum",10,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1592,"B-II-m-B-19530","B","II","m","B",19530,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4562867758644,26.0982950626294,,"Str. Râmniceanu Naum 11 sector 1",,,"Str. Râmniceanu Naum",11,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,1936,"DA","DA","NU","RENOVAT",".",
1593,"B-II-m-B-19531","B","II","m","B",19531,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4562042960794,26.0988100389589,,"Str. Râmniceanu Naum 12 sector 1",,,"Str. Râmniceanu Naum",12,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","RENOVAT",".",
1594,"B-II-m-B-19532","B","II","m","B",19532,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4564177897923,26.0982497265749,,"Str. Râmniceanu Naum 13 sector 1",,,"Str. Râmniceanu Naum",13,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1595,"B-II-m-B-19533","B","II","m","B",19533,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.456264,26.0988962,,"Str. Râmniceanu Naum 14 sector 1",,,"Str. Râmniceanu Naum",14,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,1932,"DA","DA","NU","CONSERVAT",".",
1596,"B-II-m-B-19534","B","II","m","B",19534,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4565030761432,26.0983761491566,,"Str. Râmniceanu Naum 15 sector 1",,,"Str. Râmniceanu Naum",15,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1597,"B-II-m-B-19535","B","II","m","B",19535,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4563330492372,26.099011900987,,"Str. Râmniceanu Naum 16 sector 1",,,"Str. Râmniceanu Naum",16,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1598,"B-II-m-B-19536","B","II","m","B",19536,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4564092475154,26.0985091916423,,"Str. Râmniceanu Naum 17 sector 1",,,"Str. Râmniceanu Naum",17,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1599,"B-II-m-B-19537","B","II","m","B",19537,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4564163666693,26.0991535620495,,"Str. Râmniceanu Naum 18 sector 1",,,"Str. Râmniceanu Naum",18,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1600,"B-II-m-B-19538","B","II","m","B",19538,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4564659,26.0992795,,"Str. Râmniceanu Naum 20 sector 1",,,"Str. Râmniceanu Naum",20,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1601,"B-II-m-B-19539","B","II","m","B",19539,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4310637,26.0961307,,"Str. Râureanu dr. 4 sector 5",,,"Str. Râureanu dr.",4,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","RENOVAT",".",
1602,"B-II-m-B-19540","B","II","m","B",19540,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.43109571013,26.095680279778,,"Str. Râureanu dr. 10 sector 5",,,"Str. Râureanu dr.",10,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1603,"B-II-m-B-19541","B","II","m","B",19541,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179187,"Sector 5","Casă",44.4311392385104,26.0955826535297,,"Str. Râureanu dr. 12 sector 5",,,"Str. Râureanu dr.",12,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","REABILITAT",".",
1604,"B-II-m-A-19542","B","II","m","A",19542,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă Stanovici",44.432502459844,26.1158011755587,,"Str. Remus 6 sector 3",,,"Str. Remus",6,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1912,"DA","DA","NU","REABILITAT",".",
1605,"B-II-m-B-19543","B","II","m","B",19543,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Imobil",44.4447052815069,26.1320874301626,,"Str. Ritmului 1 sector 2",,,"Str. Ritmului",1,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"înc. sec. XX","DA","DA","NU","REABILITAT",".",
1606,"B-II-m-B-19545","B","II","m","B",19545,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4328070927204,26.1079304496348,,"Str. Robescu C. F. 1-1bis sector 3",,,"Str. Robescu C. F.","1-1bis","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".","de verificat care e 1bis"
1607,"B-II-m-B-19546","B","II","m","B",19546,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Imobil",44.4326417453499,26.1080331964672,,"Str. Robescu C. F. 2 sector 3",,,"Str. Robescu C. F.",2,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,"prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1608,"B-II-m-B-19547","B","II","m","B",19547,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4328133136968,26.1082198301931,,"Str. Robescu C. F. 3 sector 3",,,"Str. Robescu C. F.",3,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
1609,"B-II-m-B-19548","B","II","m","B",19548,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4328448889685,26.1084337657592,,"Str. Robescu C. F. 5 sector 3",,,"Str. Robescu C. F.",5,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
1610,"B-II-m-B-19549","B","II","m","B",19549,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4326419559579,26.1085202700539,,"Str. Robescu C. F. 6 sector 3",,,"Str. Robescu C. F.",6,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX","DA","DA","NU","DEGRADAT",".",
1611,"B-II-m-B-19550","B","II","m","B",19550,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.43278509768,26.1091123839626,,"Str. Robescu C. F. 7 sector 3",,,"Str. Robescu C. F.",7,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
1612,"B-II-m-B-19551","B","II","m","B",19551,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4325479782115,26.1091186834974,,"Str. Robescu C. F. 8 sector 3",,,"Str. Robescu C. F.",8,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","CONSERVAT",".",
1613,"B-II-m-B-19552","B","II","m","B",19552,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4327054306381,26.1093097229328,,"Str. Robescu C. F. 9 sector 3",,,"Str. Robescu C. F.",9,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","RENOVAT",".",
1614,"B-II-m-B-19553","B","II","m","B",19553,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4325043795729,26.1093366001671,,"Str. Robescu C. F. 10 sector 3",,,"Str. Robescu C. F.",10,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
1615,"B-II-m-B-19554","B","II","m","B",19554,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4326931903455,26.1095184524001,,"Str. Robescu C. F. 11 sector 3",,,"Str. Robescu C. F.",11,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
1616,"B-II-m-B-19555","B","II","m","B",19555,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4324691567791,26.1094932095113,,"Str. Robescu C. F. 12 sector 3",,,"Str. Robescu C. F.",12,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
1617,"B-II-m-B-19556","B","II","m","B",19556,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă cu prăvălie",44.4324396663741,26.1095938846338,,"Str. Robescu C. F. 12A sector 3",,,"Str. Robescu C. F.","12A","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","RENOVAT",".","pe PMB apare doar o parcela cu numarul 12"
1618,"B-II-m-B-19557","B","II","m","B",19557,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.432636969751,26.1096844485131,,"Str. Robescu C. F. 13 sector 3",,,"Str. Robescu C. F.",13,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","PUTERNIC DEGRADAT",".",
1619,"B-II-m-B-19558","B","II","m","B",19558,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4326321176858,26.1099139560519,,"Str. Robescu C. F. 15 sector 3",,,"Str. Robescu C. F.",15,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","RENOVAT",".",
1620,"B-II-m-B-19559","B","II","m","B",19559,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4324167358136,26.1098176208098,,"Str. Robescu C. F. 16 sector 3",,,"Str. Robescu C. F.",16,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
1621,"B-II-m-B-19560","B","II","m","B",19560,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4326161356255,26.1100917474,,"Str. Robescu C. F. 17 sector 3",,,"Str. Robescu C. F.",17,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","DEGRADAT",".",
1622,"B-II-m-B-19561","B","II","m","B",19561,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4323877921405,26.1099942367439,,"Str. Robescu C. F. 18 sector 3",,,"Str. Robescu C. F.",18,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
1623,"B-II-m-B-19562","B","II","m","B",19562,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Biserica ""Sf. Mina""",44.4323634765965,26.1102269853533,,"Str. Robescu C. F. 18A sector 3",,,"Str. Robescu C. F.","18A","Patrimoniu religios","Clădire de cult","Biserică","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
1624,"B-II-m-B-19563","B","II","m","B",19563,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4326149975118,26.1103366710876,,"Str. Robescu C. F. 19 sector 3",,,"Str. Robescu C. F.",19,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","CONSERVAT",".",
1625,"B-II-m-B-19564","B","II","m","B",19564,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179169,"Sector 3","Casă",44.4326354380205,26.1105374688924,,"Str. Robescu C. F. 21 sector 3",,,"Str. Robescu C. F.",21,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","CONSERVAT",".",
1626,"B-II-m-B-19598","B","II","m","B",19598,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4337633239525,26.1142179268795,,"Str. Romulus 18 sector 2",,,"Str. Romulus",18,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","DA","DA","NU","REABILITAT",".",
1627,"B-II-m-B-19565","B","II","m","B",19565,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Administrația Financiară Sector 1",44.4538931,26.0941589,,"Str. Roma 7 sector 1",,,"Str. Roma",7,"Patrimoniu administrativ","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,"prima jum. sec. XX","DA","DA","NU","DETERIORAT",".",
1628,"B-II-m-B-19566","B","II","m","B",19566,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4537449292592,26.0948145515599,,"Str. Roma 14 sector 1",,,"Str. Roma",14,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","PUTERNIC DETERIORAT",".",
1629,"B-II-m-B-19567","B","II","m","B",19567,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4546389381932,26.0942875305437,,"Str. Roma 15 sector 1",,,"Str. Roma",15,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1630,"B-II-m-B-19568","B","II","m","B",19568,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4541466449052,26.0947450835378,,"Str. Roma 20 sector 1",,,"Str. Roma",20,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","DE REVENIT",
1631,"B-II-m-B-19569","B","II","m","B",19569,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4542705551634,26.0946984357631,,"Str. Roma 22 sector 1",,,"Str. Roma",22,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1632,"B-II-m-B-19570","B","II","m","B",19570,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.454545,26.0946915,,"Str. Roma 28 sector 1",,,"Str. Roma",28,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
1633,"B-II-m-B-19571","B","II","m","B",19571,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4546453,26.0946581,,"Str. Roma 30A sector 1",,,"Str. Roma","30A","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","DA","DA","NU","CONSERVAT",".","pe PMB apare doar o singura parcela cu numarul 30"
1634,"B-II-m-B-19572","B","II","m","B",19572,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4567453302911,26.0939026910203,,"Str. Roma 35 sector 1",,,"Str. Roma",35,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
1635,"B-II-m-B-19573","B","II","m","B",19573,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4569128,26.0938186,,"Str. Roma 37 sector 1",,,"Str. Roma",37,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE",
1636,"B-II-m-B-19574","B","II","m","B",19574,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4574716,26.0939601,,"Str. Roma 43-45 sector 1",,,"Str. Roma","43-45","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","REABILITAT","VEGETAȚIE",
1637,"B-II-m-B-19575","B","II","m","B",19575,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4564699,26.0942843,,"Str. Roma 48 sector 1",,,"Str. Roma",48,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","UN","CONSERVAT","VEGETAȚIE",
1638,"B-II-m-B-19576","B","II","m","B",19576,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4569812224096,26.0941983508897,,"Str. Roma 54-56 sector 1",,,"Str. Roma","54-56","Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","prima jum. sec. XX","NU","DA","NU","CONSERVAT","VEGETAȚIE","pe PMB apar doua parcele diferite: 54 si 56"
1639,"B-II-m-B-19577","B","II","m","B",19577,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă",44.4465523,26.0964314,,"Piața Romană 1 sector 1",,,"Piața Romană",1,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1904,"DA","DA","NU","PUTERNIC DEGRADAT",".",
1640,"B-II-m-B-19578","B","II","m","B",19578,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă Gheorghe Petrașcu",44.4474557881006,26.0963484724239,,"Piața Romană 5 sector 1, Bd. Catargiu Lascăr 2 sector 1, Str. Căderea Bastiliei 1 sector 1",,,"Piața Romană",5,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","înc. sec. XX","DA","DA","NU","REABILITAT",".",
1641,"B-II-m-B-19579","B","II","m","B",19579,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Academia de Studii Economice",44.4476544,26.096921,,"Piața Romană 6 sector 1",,,"Piața Romană",6,"Patrimoniu reprezentativ","Clădire pentru învățământ",,"sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1642,"B-II-m-B-21064","B","II","m","B",21064,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Imobil",44.4472864,26.0971972,,"Piața Romană 7 sector 1",,,"Piața Romană",7,"Patrimoniu domestic urban","Clădire cu alte funcțiuni",,,"DA","DA","NU","PUTERNIC DEGRADAT",".",
1643,"B-II-m-B-19580","B","II","m","B",19580,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179141,"Sector 1","Casă geolog Sabba Ștefănescu",44.4471568484505,26.0975119593116,,"Piața Romană 8 sector 1, Bd. Dacia 35 sector 1",,,"Piața Romană",8,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","CONSERVAT",".","de verificat"
1644,"B-II-m-B-19581","B","II","m","B",19581,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4351745,26.114035,,"Str. Romano Alexandru pictor 8 sector 2",,,"Str. Romano Alexandru pictor",8,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1645,"B-II-m-B-19582","B","II","m","B",19582,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4351652299492,26.1142128497178,,"Str. Romano Alexandru pictor 10 sector 2",,,"Str. Romano Alexandru pictor",10,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","CONSERVAT",".",
1646,"B-II-m-B-19583","B","II","m","B",19583,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4354703282163,26.1154810967352,,"Str. Romano Alexandru pictor 15 sector 2",,,"Str. Romano Alexandru pictor",15,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","DEGRADAT",".",
1647,"B-II-m-B-19584","B","II","m","B",19584,403,"BUCUREȘTI",179132,"municipiu","BUCUREȘTI",179150,"Sector 2","Casă",44.4350962908872,26.1150269097416,,"Str. Romano Alexandru pictor 16 sector 2",,,"Str. Romano Alexandru pictor",16,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX - prima jum. sec. XX","DA","DA","NU","RENOVAT PARȚIAL",".",
