cod_lmi;SIRSUP;rang;UAT;SIRUTA;localitate;SIRINF;sector;adresa;strada_nume;strada_numar;cod_lmi_jud;cod_lmi_nat;cod_lmi_grupa;cod_lmi_val;cod_lmi_num;tip_patrimoniu;program;tip_monument;denumire;observatii_adresa;fotografiat;Inexistent;constructie_noua;stare;observatii;observatii_corina;datare;x;y
B-II-m-B-18231;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Șos. București-Ploiești f.n. sector 1 (în incinta Parcului Herăstrău);Șos. București-Ploiești;f.n.;B;II;m;B;18231;;;;Clubul Diplomaților;(în incinta Parcului Herăstrău);;;;;;;prima jum. sec. XX;26.0798508541896;44.4847115496793
B-II-m-B-18232;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Șos. București-Ploiești f.n. sector 1;Șos. București-Ploiești;f.n.;B;II;m;B;18232;;;;PodulBăneasa;;;;;;;;prima jum. sec. XX;26.0771411973137;44.4858619106395
B-II-m-A-18233;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Șos. București-Ploiești 2 sector 1;Șos. București-Ploiești;2;B;II;m;A;18233;;;;Pivnițele Casei Văcărescu;;;;;;;;sec. XVIII;26.0789831;44.4870424
B-II-m-B-18267;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Caimatei 3 sector 2;Str. Caimatei;3;B;II;m;B;18267;;;;Casă;;DA;NU;DA;RENOVAT;SUPRAETAJAT;;prima jum. sec. XX;26.1080409;44.436242
B-II-m-A-18234;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Șos. București-Ploiești 6-8 sector 1;Șos. București-Ploiești;6-8;B;II;m;A;18234;;;;"Biserica ""Sf. Nicolae""- Băneasa";;;;;;;de verificat, pe PMB apare numarul postal 1 pe biserica;1792;26.0774543223933;44.4869316626008
B-II-m-A-21012;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Șos. București-Ploiești 40 sector 1;Șos. București-Ploiești;40;B;II;m;A;21012;;;;Terminal pasageri - Aeroportul Internațional București Băneasa - Aurel Vlaicu;;;;;;;;1948 - 1952;26.0816537201197;44.4962662586101
B-II-m-A-18236;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 4-6 sector 1;Str. Budișteanu C-tin g-ral;4-6;B;II;m;A;18236;;;;"Biserica ""Sf.Nicolae"" - Manea Brutaru";;DA;NU;NU;REABILITAT PARȚIAL;.;;1787;26.0889038238963;44.4439038231969
B-II-m-B-18237;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 7 sector 1;Str. Budișteanu C-tin g-ral;7;B;II;m;B;18237;;;;Casă (foste atenanse ale Palatului Știrbei, Calea Victoriei nr. 107);;NU;DA;NU;.;.;nu e clar daca numarul 7 e parcela de colt sau nu;sf. sec. XIX;26.0895483014731;44.4440027548065
B-II-m-B-18238;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 8 sector 1;Str. Budișteanu C-tin g-ral;8;B;II;m;B;18238;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX;26.0890618829779;44.4437330815702
B-II-m-B-18239;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 10 sector 1;Str. Budișteanu C-tin g-ral;10;B;II;m;B;18239;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.089392;44.443756
B-II-m-B-18241;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 11bis sector 1;Str. Budișteanu C-tin g-ral;11bis;B;II;m;B;18241;;;;Casa Darvari;;DA;NU;NU;REABILITAT;.;de verificat, nu e clar care e 11 bis;sf. sec. XIX;26.0902771721407;44.4436805401537
B-II-m-B-18240;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 12-14 sector 1;Str. Budișteanu C-tin g-ral;12-14;B;II;m;B;18240;;;;Casă;;DA;NU;NU;DEGRADAT;.;de verificat, pe PMB apare doar numarul postal 14;1894;26.0893800259128;44.4435872552081
B-II-m-B-18242;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 15 sector 1;Str. Budișteanu C-tin g-ral;15;B;II;m;B;18242;;;;Casa Crissovelloni;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.0905260305296;44.4435668875116
B-II-m-B-18243;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 16 sector 1;Str. Budișteanu C-tin g-ral;16;B;II;m;B;18243;;;;Muzeul Cornel Medrea;;DA;NU;NU;DEGRADAT;.;pe site-ul PMB apare numarul 16-18, de verificat;sf. sec. XIX;26.0897074667518;44.4435229095729
B-II-m-B-18244;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 20 sector 1;Str. Budișteanu C-tin g-ral;20;B;II;m;B;18244;;;;Casa g-ral Constantin Budișteanu;;DA;NU;NU;RENOVAT;.;;sf. sec. XIX;26.090037844796;44.4433398850707
B-II-m-B-18245;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 28 sector 1;Str. Budișteanu C-tin g-ral;28;B;II;m;B;18245;;;;Casă;;NU;.;.;.;OBIECTIV PROTEJAT;;sf. sec. XIX;26.0906128984827;44.4429579779373
B-II-m-B-18246;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Budișteanu C-tin g-ral 28bis sector 1;Str. Budișteanu C-tin g-ral;28bis;B;II;m;B;18246;;;;Casă;;DA;NU;NU;REABILITAT;.;;1895;26.0907300618715;44.4428585868744
B-II-m-B-18247;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 1 sector 2;Str. Burghelea dr.;1;B;II;m;B;18247;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1180161867724;44.4365284198774
B-II-m-B-18248;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 3 sector 2;Str. Burghelea dr.;3;B;II;m;B;18248;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1182252;44.4362936
B-II-m-B-18249;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 5 sector 2;Str. Burghelea dr.;5;B;II;m;B;18249;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1182412588462;44.436108338183
B-II-m-B-18250;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 13 sector 2;Str. Burghelea dr.;13;B;II;m;B;18250;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.1187605;44.434468
B-II-m-B-18251;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 14 sector 2;Str. Burghelea dr.;14;B;II;m;B;18251;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1182329808679;44.4349866637897
B-II-m-B-18252;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 15 sector 2;Str. Burghelea dr.;15;B;II;m;B;18252;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.1188221527948;44.4343980936779
B-II-m-B-18253;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 16 sector 2;Str. Burghelea dr.;16;B;II;m;B;18253;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1183263652663;44.4347789394171
B-II-m-B-18254;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 17 sector 2;Str. Burghelea dr.;17;B;II;m;B;18254;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1189620828151;44.4341658500835
B-II-m-B-18255;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 19 sector 2;Str. Burghelea dr.;19;B;II;m;B;18255;;;;Casă;;DA;NU;NU;CONSERVAT;.;adresa de la PMB e gresita, apare 18 in loc de 19;sf. sec. XIX - prima jum. sec. XX;26.1191565;44.4339218
B-II-m-B-18256;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Burghelea dr. 22 sector 2;Str. Burghelea dr.;22;B;II;m;B;18256;;;;Casă;;;;;;;;sf. sec. XIX - prima jum. sec. XX;26.1185792236262;44.4342610001095
B-II-m-B-18257;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Buzești 2-4 sector 1;Str. Buzești;2-4;B;II;m;B;18257;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0818867802589;44.4460880690332
B-II-m-B-18260;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Buzești 32 sector 1;Str. Buzești;32;B;II;m;B;18260;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;sf. sec. XIX - prima jum. sec. XX;26.0823737082985;44.4474162422202
B-II-m-B-18261;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Buzești 36 sector 1;Str. Buzești;36;B;II;m;B;18261;;;;Casa Nicolae lorga;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0825185950524;44.4476593305631
B-II-m-B-18262;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Buzești 44 sector 1;Str. Buzești;44;B;II;m;B;18262;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0828953988802;44.4483360030091
B-II-m-B-18263;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Buzești 46 sector 1;Str. Buzești;46;B;II;m;B;18263;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;Localizat la nr. 48;;sf. sec. XIX - prima jum. sec. XX;26.0830435226923;44.4485386315848
B-II-m-B-18264;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Buzești 55 sector 1, Bd. Cuza Alexandru loan 2-4 sector 1;Str. Buzești;55;B;II;m;B;18264;;;;"Biserica ""Sf. Nicolae""- Buzești";;DA;NU;NU;REABILITAT;.;;prima jum. sec. XIX;26.0827024852141;44.4492895915294
B-II-m-B-18265;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Caimatei 1 sector 2;Str. Caimatei;1;B;II;m;B;18265;;;;Casă;;DA;NU;NU;RENOVAT;.;;prima jum. sec. XX;26.1073937482418;44.4360004451765
B-II-m-B-18266;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Caimatei 2 sector 2;Str. Caimatei;2;B;II;m;B;18266;;;;Casă;;;;;;;;prima jum. sec. XX;26.1072622;44.4356343
B-II-m-B-18268;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Caimatei 8 sector 2;Str. Caimatei;8;B;II;m;B;18268;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;1935;26.107606;44.435862
B-II-m-B-18269;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Caimatei 10 sector 2;Str. Caimatei;10;B;II;m;B;18269;;;;Casă;;;;;;;;1913 - 1919;26.1077937;44.4360096
B-II-m-B-18270;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Caimatei 20 sector 2;Str. Caimatei;20;B;II;m;B;18270;;;;Casă;;DA;NU;NU;REABILITAT;.;;prima jum. sec. XX;26.108681;44.4362953
B-II-m-B-18271;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Calderon Jean Louis 7-9 sector 2;Str. Calderon Jean Louis;7-9;B;II;m;B;18271;;;;Casă;;DA;NU;NU;CONSERVAT;.;de verificat, nu e clar nici pe PMB nici pe Google;sf. sec. XIX;26.1052745479819;44.4369461752042
B-II-m-B-18272;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Calderon Jean Louis 16 sector 2;Str. Calderon Jean Louis;16;B;II;m;B;18272;;;;Casă;;DA;NU;NU;REABILITAT;.;de verificat, nu e clar nici pe PMB nici pe Google;sf. sec. XIX;26.1058780714055;44.4375428132324
B-II-a-B-18594;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Doamnei 20 sector 3;Str. Doamnei;20;B;II;a;B;18594;;;;Ansamblul Bisericii Bulgare;;;;;;;a fost adăugat ulterior în baza de date;sec. XVIII - XX;26.1023022072321;44.4332913506348
B-II-m-B-21036;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Calderon Jean Louis 33 sector 2;Str. Calderon Jean Louis;33;B;II;m;B;21036;;;;Imobil;;DA;NU;NU;DEGRADATG;.;;1897.193;26.1048377;44.4394199
B-II-m-A-21059;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Calderon Jean Louis 48 sector 2;Str. Calderon Jean Louis;48;B;II;m;A;21059;;;;Imobil;;;;;;;;1898;26.1048426;44.4404196
B-II-m-A-21060;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Calderon Jean Louis 50 sector 2;Str. Calderon Jean Louis;50;B;II;m;A;21060;;;;Imobil;;;;;;;;1898;26.1047888;44.4406445
B-II-m-B-18274;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 1 sector 3;Str. Calomfirescu Radu;1;B;II;m;B;18274;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;sf. sec. XIX;26.1074093691887;44.4330367653947
B-II-m-B-18275;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 3 sector 3;Str. Calomfirescu Radu;3;B;II;m;B;18275;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1074872316108;44.4328280228001
B-II-m-B-18276;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 4bis sector 3;Str. Calomfirescu Radu;4bis;B;II;m;B;18276;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1071661983719;44.4327958754587
B-II-m-B-18277;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 5 sector 3;Str. Calomfirescu Radu;5;B;II;m;B;18277;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1077384415269;44.4325994178887
B-II-m-B-18278;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 6 sector 3;Str. Calomfirescu Radu;6;B;II;m;B;18278;;;;Casă;;DA;NU;NU;RENOVAT;.;;sf. sec. XIX;26.1072688;44.4326079
B-II-m-B-18279;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 7 sector 3;Str. Calomfirescu Radu;7;B;II;m;B;18279;;;;Bloc locuințe;;DA;NU;NU;CONSERVAT;.;;1931;26.1078898709125;44.4324210340267
B-II-m-B-18280;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 9 sector 3;Str. Calomfirescu Radu;9;B;II;m;B;18280;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1080660024753;44.4323096548608
B-II-m-B-18281;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 10 sector 3;Str. Calomfirescu Radu;10;B;II;m;B;18281;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;RISC PRĂBUȘIRE;;sf. sec. XIX;26.1077436689881;44.4321923077734
B-II-m-B-18282;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 11 sector 3;Str. Calomfirescu Radu;11;B;II;m;B;18282;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1082636938869;44.4321967270226
B-II-m-B-18283;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 12 sector 3;Str. Calomfirescu Radu;12;B;II;m;B;18283;;;;Casa arh. L. Negresco;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.108093;44.432066
B-II-m-B-18284;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 13 sector 3;Str. Calomfirescu Radu;13;B;II;m;B;18284;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1084573826242;44.4320350374287
B-II-m-B-18285;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 14 sector 3;Str. Calomfirescu Radu;14;B;II;m;B;18285;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1082290996843;44.4319068737032
B-II-m-B-18286;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 15 sector 3;Str. Calomfirescu Radu;15;B;II;m;B;18286;;;;"Casa ""cu geamuri bombate"", casa N. Paulescu";;DA;.;.;ÎN REABILITARE;.;;1861;26.1088379722021;44.4320168052435
B-II-m-B-18287;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Calomfirescu Radu 16 sector 3;Str. Calomfirescu Radu;16;B;II;m;B;18287;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1086768;44.4318331
B-II-m-B-18288;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Cameliei 1 sector 1;Str. Cameliei;1;B;II;m;B;18288;;;;Casă;;NU;DA;DA;.;.;;sf. sec. XIX - prima jum. sec. XX;26.0778721702958;44.4433995221159
B-II-m-B-18289;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Cameliei 10 sector 1;Str. Cameliei;10;B;II;m;B;18289;;;;Casă;;NU;DA;DA;.;.;;sf. sec. XIX - prima jum. sec. XX;26.0786437950054;44.4434499451107
B-II-m-B-18290;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Cameliei 12 sector 1;Str. Cameliei;12;B;II;m;B;18290;;;;Casă;;NU;DA;NU;.;.;;sf. sec. XIX - prima jum. sec. XX;26.0786943932124;44.4434606819073
B-II-m-B-18291;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Cameliei 14 sector 1;Str. Cameliei;14;B;II;m;B;18291;;;;Casă;;NU;DA;NU;.;.;;sf. sec. XIX - prima jum. sec. XX;26.0788409381297;44.4434917681869
B-II-m-B-18293;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Cameliei 18 sector 1;Str. Cameliei;18;B;II;m;B;18293;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.0791984880689;44.4435721413664
B-II-m-B-18296;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Cameliei 30 sector 1;Str. Cameliei;30;B;II;m;B;18296;;;;Casă;;DA;NU;NU;PUTERNIC DEGRAADT;.;;sf. sec. XIX - prima jum. sec. XX;26.080161;44.4439998
B-II-m-B-18297;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Cameliei 34 sector 1;Str. Cameliei;34;B;II;m;B;18297;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;de verificat, pe PMB pare numarul postal gresit pus;sf. sec. XIX - prima jum. sec. XX;26.080441044043;44.4440638585151
B-II-m-B-18298;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Cameliei 36 sector 1;Str. Cameliei;36;B;II;m;B;18298;;;;Casă;;DA;NU;NU;RENOVAT;.;de verificat, pe PMB pare numarul postal gresit pus;sf. sec. XIX - prima jum. sec. XX;26.0805371868608;44.4441253264487
B-II-m-B-18299;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Cameliei 38 sector 1;Str. Cameliei;38;B;II;m;B;18299;;;;Casă;;NU;DA;NU;.;.;de verificat, pe PMB pare numarul postal gresit pus;sf. sec. XIX - prima jum. sec. XX;26.080755730832;44.4442111827692
B-II-m-B-18302;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Caracaș C-tin dr. 3 sector 1;Str. Caracaș C-tin dr.;3;B;II;m;B;18302;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;de verificat, pe site PMB apare numarul 3-5;înc. sec. XIX;26.0798600625162;44.4536290444282
B-II-m-B-18303;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Caracaș C-tin dr. 8 sector 1;Str. Caracaș C-tin dr.;8;B;II;m;B;18303;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;.;;înc. sec. XIX;26.0793131704204;44.4538314998804
B-II-m-B-18304;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Caracaș C-tin dr. 10 sector 1;Str. Caracaș C-tin dr.;10;B;II;m;B;18304;;;;Casă;;DA;NU;NU;RENONAT;PUTERNIC MODIFICAT;de verificat, e parcela de colt si nu e clar;înc. sec. XIX;26.0789999732872;44.4538183349507
B-II-m-B-18305;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Caracaș C-tin dr. 13 sector 1;Str. Caracaș C-tin dr.;13;B;II;m;B;18305;;;;Casă;;DA;NU;NU;RENOVAT;PUTERNIC MODIFICAT;;1910;26.0786262944226;44.4536279315247
B-II-m-B-18306;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Carada Eugeniu 1-3 sector 3;Str. Carada Eugeniu;1-3;B;II;m;B;18306;;;;Banca de Comerț Exterior;;DA;NU;NU;CONSERVAT;.;;1910;26.0985761004135;44.4325966155145
B-II-m-B-21065;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Intr. Caragiale I. L. 1 sector 2;Intr. Caragiale I. L.;1;B;II;m;B;21065;;;;Imobil;;DA;NU;NU;PUTERNIC DEGRADAT;.;;1920 - 1945;26.1077900554313;44.4391638814394
B-II-m-B-18307;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Caragiale I. L. 3 sector 3;Str. Caragiale I. L.;3;B;II;m;B;18307;;;;Casa I. L. Caragiale;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1073056811073;44.4394768597396
B-II-m-B-18308;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Caragiale I. L. 32 sector 2;Str. Caragiale I. L.;32;B;II;m;B;18308;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.105552852029;44.4423650099479
B-II-m-A-18309;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Carol 1 4 sector 3;Bd. Carol I;4;B;II;m;A;18309;;;;Palatul Ministerului Agriculturii și Domeniilor;;DA;NU;NU;CONSERVAT;.;pare ca adresa PMB nu e buna;1896;26.1043031;44.4353936
B-II-m-B-18310;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Carol I 6 sector 3;Bd. Carol I;6;B;II;m;B;18310;;;;Casă;;DA;NU;NU;DEGRADAT;.;de verificat!!!! Nu e clar nici pe PMB nici pe google;sf. sec. XIX;26.1065095755433;44.4359517286626
B-II-m-B-18311;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Carol I 8 sector 3;Bd. Carol I;8;B;II;m;B;18311;;;;Casă;;DA;NU;NU;CONSERVAT;.;de verificat!!!! Nu e clar nici pe PMB nici pe google;sf. sec. XIX;26.1074036;44.436335
B-II-m-B-18312;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Carol I 10 sector 3;Bd. Carol I;110;B;II;m;B;18312;;;;Casă;;DA;NU;NU;DEGRADAT;.;de verificat!!!! Nu e clar nici pe PMB nici pe google;sf. sec. XIX;26.1080462936579;44.4364238611494
B-II-m-B-18313;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Carol I 12 sector 3;Bd. Carol I;112;B;II;m;B;18313;;;;"Fostul Imobil ""Astra""";;DA;NU;NU;DEGRADAT;.;de verificat!!!! Nu e clar nici pe PMB nici pe google;înc. sec. XX;26.1083540891069;44.4364812022914
B-II-m-B-18314;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Bd. Carol I 25 sector 2;Bd. Carol I;25;B;II;m;B;18314;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.1074732325688;44.4366391424438
B-II-m-B-18315;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Bd. Carol I 27 sector 2;Bd. Carol I;27;B;II;m;B;18315;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.1078267938564;44.4367007708685
B-II-m-B-18316;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Bd. Carol I 31-33 sector 2;Bd. Carol I;31-33;B;II;m;B;18316;;;;Fostul Flotei Național, azi ASIROM;;DA;NU;NU;REABILITAT;.;;prima jum. sec. XX;26.1087243018215;44.4368807200254
B-II-m-B-18317;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Bd. Carol I 37 sector 2;Bd. Carol I;37;B;II;m;B;18317;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;prima jum. sec. XX;26.109419076725;44.4370120719655
B-II-m-B-18318;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Bd. Carol I 39 sector 2;Bd. Carol I;39;B;II;m;B;18318;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;prima jum. sec. XX;26.1096335958635;44.4370913192325
B-II-m-B-18320;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Bd. Carol I 43 sector 2;Bd. Carol I;43;B;II;m;B;18320;;;;Biserica Armenească;;DA;NU;NU;REABILITAT;.;;1911;26.1108165683329;44.4374975527341
