cod_lmi;SIRSUP;rang;UAT;SIRUTA;localitate;SIRINF;sector;adresa;strada_nume;strada_numar;cod_lmi_jud;cod_lmi_nat;cod_lmi_grupa;cod_lmi_val;cod_lmi_num;tip_patrimoniu;program;tip_monument;denumire;observatii_adresa;fotografiat;Inexistent;constructie_noua;stare;observatii;observatii_corina;datare;x;y
B-II-m-B-18161;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Blank Louis arh. 9A sector 1;Str. Blank Louis arh.;9A;B;II;m;B;18161;;;;Casa George Murnu;;DA;NU;NU;REABILITAT;.;;înc. sec. XX;26.088635809863;44.4533450525951
B-II-m-B-18162;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Blank Louis arh. 22 sector 1;Str. Blank Louis arh.;22;B;II;m;B;18162;;;;Casă;;DA;NU;NU;CONSERVAT;.;;1898;26.0888713393969;44.4538500068643
B-II-m-B-18163;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Blank Louis arh. 28 sector 1;Str. Blank Louis arh.;28;B;II;m;B;18163;;;;Casă;;NU;.;.;.;ȘANTIER;;1898;26.0888643065573;44.4541037314856
B-II-m-B-18164;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Blank Louis arh. 32 sector 1;Str. Blank Louis arh.;32;B;II;m;B;18164;;;;Casă;;DA;NU;NU;REABILITAT;.;;1916;26.0888459790606;44.454305775468
B-II-m-B-18165;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 1 sector 3;Str. Blănari;1;B;II;m;B;18165;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1028682879751;44.4324911234938
B-II-m-B-18167;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 3 sector 3;Str. Blănari;3;B;II;m;B;18167;;;;Casă;;DA;NU;NU;PUTERNIC DEGRADAT;Coincide B-II-m-B-18099;pe colt, coincide cu B-II-m-B-18099;sf. sec. XIX;26.1026069864181;44.4324873671261
B-II-m-B-18168;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 4 sector 3;Str. Blănari;4;B;II;m;B;18168;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1028665;44.4326615
B-II-m-B-18169;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 6 sector 3;Str. Blănari;6;B;II;m;B;18169;;;;Casă;;DA;NU;NU;REABILITAT;.;pe colt, coincide cu B-II-m-B-18101;sf. sec. XIX;26.1028268;44.432652
B-II-m-B-18170;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 8 sector 3;Str. Blănari;8;B;II;m;B;18170;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1027583;44.4326832
B-II-m-B-18171;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 9 sector 3;Str. Blănari;9;B;II;m;B;18171;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1020020721699;44.4324178107932
B-II-m-B-18172;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 10-12 sector 3;Str. Blănari;10-12;B;II;m;B;18172;;;;Casă;;DA;NU;NU;DEGRADAT;.;de verificat - pe site PMB apar adrese diferite 10 si 12;sf. sec. XIX;26.1026788;44.4326642
B-II-m-B-18173;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 14 sector 3;Str. Blănari;14;B;II;m;B;18173;;;;Imobil (Clubul Arhitecților);;DA;NU;NU;PUTERNIC DEGRADAT;.;posibil sa coincida cu B-II-m-B-18591;prima jum. sec. XIX - sec. XX;26.1021578761832;44.4326675822503
B-II-m-B-18174;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 16 sector 3;Str. Blănari;16;B;II;m;B;18174;;;;"Biserica ""Sf. Nicolae"" - Șelari";;NU;.;.;.;.;;1699-1700, sec. XVIII- XIX;26.1018883745108;44.4326081078963
B-II-m-B-18175;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Blănari 16 sector 3;Str. Blănari;16;B;II;m;B;18175;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1017723091831;44.4326150713891
B-II-m-B-18176;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Bocșa 2 sector 2;Str. Bocșa;2;B;II;m;B;18176;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1107761;44.4404483
B-II-m-B-18177;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Bocșa 4 sector 2;Str. Bocșa;4;B;II;m;B;18177;;;;Casă;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1105292274932;44.4406933138227
B-II-m-B-18178;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Bocșa 5 sector 2;Str. Bocșa;5;B;II;m;B;18178;;;;Casă;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1104782782829;44.4404092341394
B-II-m-B-18179;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179150;Sector 2;Str. Bocșa 7 sector 2;Str. Bocșa;7;B;II;m;B;18179;;;;Casă de târgoveț;;DA;NU;NU;RENOVAT;;;1815;26.1103795211489;44.4405451099875
B-II-m-B-18180;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Str. Bolliac Cezar 12 sector 3;Str. Bolliac Cezar;12;B;II;m;B;18180;;;;Casa Theodor Speranția;;DA;NU;NU;RENOVAT;.;;sf. sec. XIX - prima jum. sec. XX;26.1270413;44.4299425
B-II-m-B-18181;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Str. Boțea 3, 3A, 3B sector 1;Str. Boțea;3-3A-3B;B;II;m;B;18181;;;;Imobil;;DA;NU;NU;DEGRADAT;.;corect: strada Boteanu;prima jum. sec. XX;26.0985140431329;44.4398675710916
B-II-m-B-18182;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179141;Sector 1;Piața Botescu Haralambie 1 sector 1;Piața Botescu Haralambie;1;B;II;m;B;18182;;;;Hala Matache Măcelarii;;DA;DA;DA;.;.;;1887;26.0810325388282;44.4448088420944
B-II-m-B-18184;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 1 sector 3;Bd. Botev Hristo;1;B;II;m;B;18184;;;;"Blocul Societatea ""Locuințe ieftine""";;DA;NU;NU;REABILITAT;COINCIDE B-II-m-B-19619;;1926;26.1064089;44.4358016
B-II-m-B-18185;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 2 sector 3;Bd. Botev Hristo;2;B;II;m;B;18185;;;;"Blocul Societatea ""Astra Română""";;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX;26.105983935087;44.4357985000148
B-II-m-B-18186;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 3 sector 3;Bd. Botev Hristo;3;B;II;m;B;18186;;;;Imobil;;DA;NU;NU;REABILITAT;.;;1900;26.1066236;44.4356061
B-II-m-B-18187;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 4 sector 3;Bd. Botev Hristo;4;B;II;m;B;18187;;;;Imobil;;DA;NU;NU;PUTERNIC DEGRADAT;.;;sf. sec. XIX;26.1060139607422;44.4357239009284
B-II-m-B-18188;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 6 sector 3;Bd. Botev Hristo;6;B;II;m;B;18188;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1062576026398;44.4354353421859
B-II-m-B-18189;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 7 sector 3;Bd. Botev Hristo;7;B;II;m;B;18189;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.107142341224;44.4348615963435
B-II-m-B-18190;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 8 sector 3;Bd. Botev Hristo;8;B;II;m;B;18190;;;;Imobil;;DA;NU;NU;CONSERVAT;.;;sf. sec. XIX;26.106385;44.4352327
B-II-m-B-18191;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 9 sector 3;Bd. Botev Hristo;9;B;II;m;B;18191;;;;Imobil;;DA;NU;NU;REABILITAT;.;;sf. sec. XIX;26.1072455595365;44.4347647287761
B-II-m-B-18192;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 11 sector 3;Bd. Botev Hristo;11;B;II;m;B;18192;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1072861428901;44.4346996409733
B-II-m-B-18193;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 12 sector 3;Bd. Botev Hristo;12;B;II;m;B;18193;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1068485;44.4347893
B-II-m-B-18194;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 13 sector 3;Bd. Botev Hristo;13;B;II;m;B;18194;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1074291;44.4345337
B-II-m-B-18195;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 14 sector 3;Bd. Botev Hristo;14;B;II;m;B;18195;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1069537;44.4346481
B-II-m-B-18196;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 15 sector 3;Bd. Botev Hristo;15;B;II;m;B;18196;;;;Imobil;;;;;;;;sf. sec. XIX;26.1074590272973;44.4344824307783
B-II-m-B-18197;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 15A sector 3;Bd. Botev Hristo;15A;B;II;m;B;18197;;;;Imobil;;DA;NU;NU;DEGRADAT;.;;sf. sec. XIX;26.1075830852988;44.4344000675485
B-II-m-B-18198;403;municipiu;BUCUREȘTI;179132;BUCUREȘTI;179169;Sector 3;Bd. Botev Hristo 17-19 sector 3;Bd. Botev Hristo;17-19;B;II;m;B;18198;;;;"Școala Comercială ""N. Krețulescu""";;DA;NU;NU;ÎN REABILITARE;.;;1889;26.1087860664453;44.4333808485245
